"","V1","V2","V3"
"1",-36.6584097224243,-0.373393172821168,1.23743401454118
"2",-35.8299210676548,-0.669098221642124,1.91592926427722
"3",-32.3471881315263,-0.0799767009707508,1.95115754673075
"4",-29.0632559760526,0.758922863387191,1.57631366726822
"5",-33.2413720044596,0.0103614481062915,1.59222881704844
"6",-33.5231409983354,-0.18326426942464,1.93760564537077
"7",-35.9592827789575,-1.13504298380447,2.68158451224439
"8",-26.4741740437573,1.05178317203593,1.66672258141181
"9",-28.3600119720381,1.04512208331469,1.1337953092514
"10",-29.0874870291847,0.72506538853562,1.49883423812507
"11",11.7267930374493,4.66528802000742,1.56381999368317
"12",18.1298840582347,4.63203496750669,1.40236189939326
"13",6.94253573628599,4.14535049273214,1.71057140421242
"14",-27.0819112590891,2.03677853729859,-0.127687494390771
"15",-29.1912987324402,1.34584373621067,0.920930503547583
"16",-28.1703337432015,1.57800985859361,0.446418589420162
"17",-30.6419320928888,1.31976650969676,0.0717155186717441
"18",-26.1692920706089,1.93800628735202,-0.1695394429295
"19",-22.3278786541428,2.11302072268285,0.70373111050638
"20",-30.8420788734615,1.18515668106497,0.169944418327624
"21",-27.2634031786363,1.71168737479703,-0.180331750469897
"22",-33.9643244373979,-0.100327563499208,1.57881718807579
"23",-16.7210968963294,3.41155842936795,-0.180100918978414
"24",-31.6710852454897,0.834100480533197,0.368195895456525
"25",-26.289788747434,1.84610128617049,0.561496898431486
"26",-29.1975735196581,0.822010230848168,1.0782096876738
"27",-31.2946851171063,0.858073117902843,0.708779190646873
"28",-27.5319698851842,1.67866802632721,0.387793585553424
"29",-27.3910275665546,0.841017038893237,1.45105327240845
"30",-30.4895842209868,1.48671113422223,-0.493152353705574
"31",-27.422108891643,1.83004522568124,0.110334437794926
"32",-29.5300657601315,1.18425970360369,0.914017628507095
"33",-30.0192066548092,0.836910620351779,1.07709672931979
"34",-32.1908480457815,0.943783735761579,0.508455922068924
"35",-32.7555134619385,0.330929192922451,1.31679204452423
"36",-28.3819487076303,0.84188164746632,1.35832853540515
"37",-27.5577316213926,2.02421852532459,-0.103936833891075
"38",-31.8908025086922,1.02557874220026,0.351110222461596
"39",-30.6491557389669,0.813973129019378,1.05594787243209
"40",-28.9316311191374,1.07639624058865,0.755550423338694
"41",1.36272703168728,3.51100161992498,1.48807895384385
"42",-8.18778405196397,3.18694067357107,1.14460825152762
"43",-17.8479769201079,2.33278079508577,0.793700519762204
"44",-13.2864417892665,2.6648527985946,1.27062790746444
"45",6.30491945439605,4.60984448461641,0.779596399919728
"46",13.9565917438875,4.64841857112258,0.811094566990956
"47",-11.6452978174968,3.24858877381498,0.73856586780093
"48",7.88042907970596,4.53136473148501,1.01225446847893
"49",-18.4894039592373,2.45891190867918,1.17976856423338
"50",-30.7077494105367,1.07349793138309,0.615663128238546
"51",-26.7950427220148,1.37761353650704,0.923239125708479
"52",-22.3498826110163,2.03119862623588,0.968728243491237
"53",-33.0295930002643,0.845065051164134,0.327438359338298
"54",-32.8481838979757,-0.209667895784554,2.58808461962324
"55",-28.8221745300728,0.823836720074822,1.78846964940339
"56",-20.829861571859,2.13400485871646,0.880182222689609
"57",-31.6964036529762,0.263537291893283,1.84747087873244
"58",-30.5405973675831,0.935744941803332,0.92266666023476
"59",-34.0746335093786,0.462710618272549,0.736978680220734
"60",-26.3958991551206,1.61199777532637,0.716874517465405
"61",-35.2717018557603,0.412833572556405,0.797843190723694
"62",-27.7690702726561,1.07763394386856,1.04502815756838
"63",-24.3960335145234,1.7282430244591,0.69827420314826
"64",-31.0364554453346,1.10537718778504,0.0192796910998062
"65",-24.3091297897441,1.72297834731215,0.998718458944265
"66",-25.0922522474516,1.02234334573338,1.62055584205567
"67",-29.5475837851703,1.72049181380885,-0.159593505359222
"68",-23.9724662530183,1.56205813765442,1.19133927047411
"69",-28.8775948399647,0.0621053067813784,1.97437286625183
"70",-25.5102842374388,1.45536323920705,0.913100809096375
"71",-23.8163868657158,1.29073676957366,1.3265584741343
"72",-22.7702975391137,1.49657751684793,1.04706013607293
"73",-19.175038921898,1.92366805384518,0.823202721103636
"74",-17.9320520259574,2.19678822184347,0.511020754923303
"75",-13.1734276646801,2.59354814589397,0.812650637092517
"76",-11.3635974102473,3.10382951896891,0.874514830902982
"77",-5.64877937423786,3.95600251586295,0.416607683550802
"78",-16.4482073709543,2.26069582741328,0.991892428443357
"79",-11.5322307693498,3.31549998438497,0.416785366583327
"80",-21.9780282169542,1.89945346663158,0.838291633544273
"81",-16.149905116996,2.40104511530749,0.944673509995944
"82",-23.7953706438674,2.28180923660301,-0.00421421944408462
"83",-20.9680204609779,2.52093941986112,0.364671446236204
"84",-26.8067006440688,1.1018922905643,0.981893029871692
"85",-19.2911435653978,2.41934781111609,0.493979289674618
"86",-20.8322122798104,1.67966981243549,0.687168035089865
"87",-10.2998232520581,2.4651303874405,1.14999428779155
"88",-14.1668348722437,2.62643063651937,0.625274904548896
"89",-14.5122137601832,2.61820907757698,0.574469110695811
"90",-15.8273875710434,2.73497315893866,0.132664994163183
